orth;seqname;start;end;strand
ASTE000857;scaffold_00002;5812214;5813965;+
ASTE000860;scaffold_00002;5788895;5788955;+
ASTE000862;scaffold_00002;5747028;5747053;+
ASTE000869;scaffold_00002;5722833;5723119;+
ASTE000872;scaffold_00002;5714917;5716775;+
ASTE000873;scaffold_00002;5704249;5704377;+
ASTE000859;scaffold_00002;5790428;5791937;-
ASTE000863;scaffold_00002;5743313;5743523;-
ASTE000864;scaffold_00002;5743313;5743523;-
ASTE000879;scaffold_00002;5593769;5594854;+
ASTE000885;scaffold_00002;5551807;5552408;+
ASTE000889;scaffold_00002;5542741;5543310;-
NA;NA;NA;NA;NA
ASTE000884;scaffold_00002;5554145;5554175;+
ASTE000887;scaffold_00002;5547717;5547818;+
ASTE000878;scaffold_00002;5610221;5610408;-
ASTE000880;scaffold_00002;5571512;5571588;+
ASTE000882;scaffold_01794;1114;1414;+
ASTE000891;scaffold_00002;5529304;5529552;+
ASTE000883;scaffold_00002;5563139;5563343;-
NA;NA;NA;NA;NA
ASTE000903;scaffold_00002;5067309;5067530;-
ASTE000902;scaffold_00002;5082680;5082730;+
ASTE000852;scaffold_00002;5885597;5886230;+
NA;NA;NA;NA;NA
ASTE000855;scaffold_00380;9999;10061;-
ASTE000868;scaffold_00002;5729209;5729595;+
ASTE000871;scaffold_00002;5714917;5716775;+
ASTE000877;scaffold_00002;5628010;5629407;-
ASTE000874;scaffold_00002;5691878;5692510;+
ASTE000876;scaffold_00002;5675704;5675865;-
ASTE000888;scaffold_00002;5543885;5543920;+
ASTE000890;scaffold_00002;5531296;5531593;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE000896;scaffold_00002;5329295;5329333;-
ASTE000901;scaffold_00002;5242876;5243660;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE014091;scaffold_00002;5691878;5692510;+
ASTE014093;scaffold_00002;5530731;5530831;-
ASTE014092;scaffold_00002;5599315;5599545;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE011799;scaffold_00193;9224;9879;+
ASTE011800;scaffold_00193;10786;10897;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE010835;scaffold_00047;74088;76754;+
ASTE010842;scaffold_00047;173511;173635;+
ASTE010843;scaffold_00047;184647;185104;+
ASTE010841;scaffold_00047;172900;173085;-
ASTE010849;scaffold_00047;208901;209447;-
ASTE010848;scaffold_00047;205722;206415;-
ASTE010847;scaffold_00047;200715;200807;+
ASTE010851;scaffold_00047;240731;241155;+
ASTE010846;scaffold_00047;198472;198629;-
NA;NA;NA;NA;NA
ASTE010856;scaffold_00047;365155;365257;+
ASTE010855;scaffold_00047;363083;363420;+
ASTE010858;scaffold_00047;385921;385985;+
ASTE010859;scaffold_00047;412497;412633;+
ASTE010862;scaffold_00047;462563;462678;+
ASTE010860;scaffold_00047;442641;442732;-
ASTE010865;scaffold_00047;513165;513177;+
ASTE010866;scaffold_00047;574928;575269;+
ASTE010869;scaffold_00047;633069;633241;+
ASTE010867;scaffold_00047;602947;603129;+
ASTE010868;scaffold_00047;615645;615815;+
ASTE010875;scaffold_00047;718758;719472;+
ASTE010878;scaffold_00047;747439;747492;+
ASTE010876;scaffold_00047;737109;738191;-
NA;NA;NA;NA;NA
ASTE010844;scaffold_00047;192018;192081;-
ASTE010854;scaffold_00047;353360;353646;+
ASTE010853;scaffold_00047;353360;353646;+
ASTE010864;scaffold_00047;483314;483552;+
ASTE010861;scaffold_00047;454499;455191;-
ASTE010863;scaffold_00047;470976;471084;-
ASTE010877;scaffold_00047;739642;739756;+
ASTE010836;scaffold_00047;104513;105133;-
ASTE010837;scaffold_00047;106259;106427;-
ASTE010838;scaffold_00047;136250;137251;+
ASTE010850;scaffold_00047;213004;213022;+
ASTE010845;scaffold_00047;193512;193577;+
ASTE010857;scaffold_00047;379962;380019;+
ASTE010870;scaffold_00047;651420;651819;-
ASTE010871;scaffold_00047;651420;651819;-
ASTE010872;scaffold_00047;670057;670596;+
ASTE010874;scaffold_00047;718758;719472;+
ASTE010834;scaffold_00047;43190;43198;+
ASTE010839;scaffold_00047;143071;144241;+
ASTE010840;scaffold_00047;155051;155123;+
ASTE010873;scaffold_00047;702499;702922;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE015206;scaffold_00047;651420;651819;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE011797;scaffold_00246;14360;14458;-
ASTE000032;scaffold_00007;1542277;1542615;+
ASTE000033;scaffold_00007;1542277;1542615;+
ASTE000034;scaffold_00007;1579959;1581050;+
ASTE000039;scaffold_00007;1668347;1669285;+
ASTE000037;scaffold_00007;1626046;1627122;-
ASTE000038;scaffold_00007;1630347;1632101;+
ASTE000043;scaffold_00007;1709266;1709342;-
ASTE000044;scaffold_00007;1779301;1779521;-
ASTE000048;scaffold_00007;1871922;1871991;-
ASTE000053;scaffold_00007;1948100;1949308;-
ASTE000027;scaffold_00007;1264461;1264494;+
ASTE000028;scaffold_00007;1295642;1295644;-
NA;NA;NA;NA;NA
ASTE000029;scaffold_00007;1454644;1455819;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE000035;scaffold_00007;1594920;1595489;-
ASTE000041;scaffold_00007;1709266;1709342;-
ASTE000045;scaffold_00007;1779301;1779521;-
ASTE000047;scaffold_00007;1853285;1853425;+
NA;NA;NA;NA;NA
ASTE000056;scaffold_00007;2004316;2005163;+
ASTE000052;scaffold_00007;1920380;1920526;+
ASTE000040;scaffold_00007;1668347;1669285;+
ASTE000054;scaffold_00007;1976518;1976556;+
ASTE000058;scaffold_00007;2038365;2038425;-
ASTE000051;scaffold_00660;4528;4677;-
ASTE000055;scaffold_00007;2002838;2003009;-
ASTE000049;scaffold_00007;1901322;1902285;-
ASTE000042;scaffold_00007;1709266;1709342;-
ASTE000046;scaffold_00007;1824414;1824455;-
ASTE000057;scaffold_00007;2019198;2019473;-
ASTE014004;scaffold_00007;1272343;1272529;+
ASTE014005;scaffold_00007;1287356;1287471;+
ASTE014007;scaffold_00007;1555403;1555633;+
ASTE014006;scaffold_00007;1551696;1551954;-
ASTE014008;scaffold_00007;1604560;1604727;-
NA;NA;NA;NA;NA
ASTE014010;scaffold_00007;1871922;1871991;-
ASTE014013;scaffold_00007;1991148;1991312;+
ASTE014011;scaffold_00007;1897104;1897311;-
ASTE014012;scaffold_00007;1950289;1950390;-
ASTE011760;scaffold_00293;2933;3155;-
ASTE011759;scaffold_00293;2933;3155;-
ASTE011758;scaffold_00293;3405;3488;-
ASTE007105;scaffold_00004;3191204;3191956;-
ASTE007110;scaffold_00004;3202317;3202868;-
ASTE007117;scaffold_00004;3286591;3286794;+
ASTE007121;scaffold_00004;3394035;3395156;-
ASTE007123;scaffold_00004;3417069;3418193;-
ASTE007133;scaffold_00004;3978827;3978881;-
ASTE007103;scaffold_00004;3187493;3187877;-
ASTE007108;scaffold_00004;3196364;3196561;+
ASTE007104;scaffold_00004;3189057;3189320;-
ASTE007132;scaffold_00004;3978827;3978881;-
ASTE007109;scaffold_00004;3198689;3198787;-
ASTE007102;scaffold_00004;3172901;3172925;+
ASTE007111;scaffold_00004;3211501;3211545;+
ASTE007115;scaffold_00004;3280985;3280994;+
ASTE007112;scaffold_00004;3215565;3215924;-
ASTE007116;scaffold_00004;3283941;3284019;-
ASTE007120;scaffold_00004;3357257;3357491;+
ASTE007122;scaffold_00004;3409804;3410459;+
ASTE007119;scaffold_00004;3322081;3322437;+
ASTE007130;scaffold_00004;3889148;3889204;+
ASTE007129;scaffold_00004;3856823;3857715;-
ASTE007131;scaffold_00004;3917467;3917668;-
ASTE007106;scaffold_00004;3193392;3193542;-
ASTE007107;scaffold_00004;3195167;3195265;-
ASTE007113;scaffold_00004;3240887;3241252;+
ASTE007114;scaffold_00004;3264862;3265017;+
ASTE007118;scaffold_00004;3294705;3295165;+
ASTE007125;scaffold_00004;3607499;3608226;-
ASTE007124;scaffold_00004;3511067;3511179;-
ASTE007126;scaffold_00004;3760393;3760645;+
ASTE007127;scaffold_00004;3762660;3762939;+
NA;NA;NA;NA;NA
ASTE014793;scaffold_00004;3138741;3138965;-
ASTE014794;scaffold_00004;3285045;3285574;+
ASTE014795;scaffold_00004;3517839;3518085;-
ASTE014797;scaffold_00004;3906038;3906996;+
ASTE014798;scaffold_00004;3908022;3908086;+
ASTE014796;scaffold_00004;3872406;3872593;-
ASTE011798;scaffold_01685;2420;2510;+
ASTE011755;scaffold_00143;35853;35960;-
ASTE011790;scaffold_00633;2783;4221;+
ASTE011762;scaffold_00469;6095;6763;+
ASTE011761;scaffold_00469;4597;5020;+
ASTE004147;scaffold_00033;1479971;1480279;+
ASTE004155;scaffold_00033;1369251;1370360;+
ASTE004164;scaffold_00033;1192361;1193426;-
ASTE004160;scaffold_00033;1217618;1218124;-
ASTE004177;scaffold_00033;1040692;1040716;-
ASTE004140;scaffold_00033;1560907;1561320;-
ASTE004148;scaffold_00033;1451490;1452500;+
ASTE004167;scaffold_00033;1173598;1173615;-
NA;NA;NA;NA;NA
ASTE004169;scaffold_00033;1128392;1128430;+
ASTE004142;scaffold_00033;1549562;1550113;+
ASTE004141;scaffold_00033;1555323;1555331;-
ASTE004144;scaffold_00033;1546981;1547028;-
ASTE004146;scaffold_00033;1511633;1511641;+
ASTE004153;scaffold_00033;1377219;1377351;+
NA;NA;NA;NA;NA
ASTE004150;scaffold_00033;1400695;1401070;+
ASTE004157;scaffold_00033;1358809;1358876;+
ASTE004149;scaffold_00033;1406644;1407085;-
ASTE004151;scaffold_00033;1398764;1399874;-
ASTE004159;scaffold_00033;1283480;1283608;+
ASTE004166;scaffold_00033;1189467;1189553;-
ASTE004161;scaffold_00033;1216220;1217107;+
ASTE004170;scaffold_00033;1070749;1071591;-
ASTE004171;scaffold_00033;1065763;1065893;+
ASTE004173;scaffold_00033;1060225;1060444;+
ASTE004172;scaffold_00033;1063613;1065051;-
ASTE004174;scaffold_00033;1059455;1059609;-
NA;NA;NA;NA;NA
ASTE004180;scaffold_00033;960541;960558;-
ASTE004179;scaffold_00033;961440;961454;+
ASTE004181;scaffold_00033;882756;882779;-
ASTE004143;scaffold_00033;1547579;1547716;+
ASTE004145;scaffold_00033;1521446;1521646;+
ASTE004154;scaffold_00033;1376553;1376678;-
ASTE004152;scaffold_00033;1383813;1390514;-
ASTE004158;scaffold_00033;1303370;1303378;-
ASTE004165;scaffold_00033;1189962;1190159;+
ASTE004162;scaffold_00033;1212561;1212608;+
NA;NA;NA;NA;NA
ASTE004176;scaffold_00033;1045785;1045916;-
ASTE004178;scaffold_00033;1007909;1008409;-
ASTE014461;scaffold_00033;1398764;1399874;-
ASTE014462;scaffold_00033;1398764;1399874;-
ASTE014463;scaffold_00033;1073286;1073300;+
ASTE014464;scaffold_00033;1070749;1071591;-
NA;NA;NA;NA;NA
ASTE011805;scaffold_00220;2999;3136;-
ASTE011803;scaffold_00220;1691;1793;-
ASTE011804;scaffold_00220;2999;3136;-
ASTE000061;scaffold_00040;519356;520705;-
ASTE000115;scaffold_00080;372437;378214;-
ASTE000119;scaffold_00080;396142;398382;-
ASTE000064;scaffold_00040;452258;452290;-
ASTE000066;scaffold_00040;356895;357045;+
ASTE000127;scaffold_00080;739198;739201;+
ASTE000136;scaffold_00179;37314;37967;-
ASTE000133;scaffold_00179;80247;80705;-
ASTE000132;scaffold_00179;84184;84317;-
NA;NA;NA;NA;NA
ASTE000145;scaffold_00031;1939720;1942881;+
ASTE000150;scaffold_00031;1743268;1743318;+
ASTE000178;scaffold_00031;1364203;1364271;-
ASTE000179;scaffold_00031;1328253;1329494;-
ASTE000170;scaffold_00031;1388688;1389857;-
ASTE000070;scaffold_00040;299168;299584;+
ASTE000196;scaffold_00031;1119550;1120011;+
NA;NA;NA;NA;NA
ASTE000191;scaffold_00031;1221317;1221587;-
ASTE000192;scaffold_00031;1221317;1221587;-
ASTE000071;scaffold_00040;287418;287635;+
ASTE000073;scaffold_00040;239561;239787;+
ASTE000074;scaffold_00040;105475;106524;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE000059;scaffold_00040;524290;525126;-
ASTE000060;scaffold_00040;521327;522077;+
ASTE000116;scaffold_00080;380729;380874;-
ASTE000117;scaffold_00080;381703;381827;+
ASTE000121;scaffold_00080;518593;518598;+
ASTE000123;scaffold_00080;572712;572778;-
ASTE000124;scaffold_00080;648371;648891;+
ASTE000128;scaffold_00080;752672;752926;+
ASTE000125;scaffold_00080;704521;704928;-
ASTE000129;scaffold_00080;756564;756655;-
ASTE000131;scaffold_00080;757952;758587;+
ASTE000134;scaffold_00179;61830;61933;-
ASTE000130;scaffold_00080;757952;758587;+
ASTE000143;scaffold_00031;1951468;1951494;+
ASTE000144;scaffold_00031;1948214;1948252;-
ASTE000138;scaffold_00179;25566;25772;+
NA;NA;NA;NA;NA
ASTE000146;scaffold_00031;1873411;1873424;-
ASTE000147;scaffold_00031;1856562;1856654;+
ASTE000067;scaffold_00040;356895;357045;+
ASTE000153;scaffold_00031;1668281;1668664;-
ASTE000065;scaffold_00040;422707;422839;-
ASTE000158;scaffold_00031;1537642;1537808;+
ASTE000156;scaffold_00031;1568359;1568553;-
ASTE000154;scaffold_00031;1608076;1608339;-
ASTE000165;scaffold_00031;1420553;1420783;-
ASTE000167;scaffold_00031;1413080;1413082;-
ASTE000163;scaffold_00031;1443318;1443454;-
ASTE000162;scaffold_00031;1444871;1444970;-
ASTE000068;scaffold_00040;331518;331590;+
ASTE000171;scaffold_00031;1387395;1388085;+
ASTE000180;scaffold_00031;1315021;1315628;-
ASTE000173;scaffold_00031;1383471;1383518;+
ASTE000175;scaffold_00031;1378789;1378802;+
NA;NA;NA;NA;NA
ASTE000174;scaffold_00031;1382300;1382592;-
ASTE000176;scaffold_00031;1369736;1370118;+
ASTE000184;scaffold_00489;1214;1347;+
ASTE000187;scaffold_00031;1261712;1261790;-
ASTE000186;scaffold_00031;1265036;1265522;+
ASTE000198;scaffold_00031;1115494;1115659;-
ASTE000181;scaffold_00031;1304598;1304617;+
NA;NA;NA;NA;NA
ASTE000182;scaffold_00031;1289144;1290221;+
ASTE000190;scaffold_00031;1233655;1233856;+
ASTE000193;scaffold_00031;1183836;1184058;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE000075;scaffold_00040;80929;80983;-
ASTE000079;scaffold_00040;51599;51743;-
NA;NA;NA;NA;NA
ASTE015875;scaffold_00125;264325;264830;+
ASTE000088;scaffold_00080;14742;14780;+
ASTE000091;scaffold_00347;4327;4443;-
ASTE000089;scaffold_00080;38822;39271;-
ASTE000093;scaffold_00341;2431;2606;+
ASTE000094;scaffold_00080;83203;83218;-
ASTE000095;scaffold_00080;107078;107281;-
NA;NA;NA;NA;NA
ASTE000101;scaffold_00080;249236;249774;+
ASTE000099;scaffold_00080;233506;233568;+
ASTE000110;scaffold_00080;348842;348904;-
ASTE015952;scaffold_00002;1519204;1520769;-
ASTE000105;scaffold_00080;317800;317901;-
ASTE000108;scaffold_00080;339729;339906;-
ASTE000107;scaffold_00080;336274;336451;+
ASTE000111;scaffold_00080;349762;349832;+
ASTE000112;scaffold_00080;353888;354120;+
ASTE000102;scaffold_00080;286744;286795;-
ASTE000103;scaffold_00080;311190;311280;-
ASTE000062;scaffold_00040;485516;485519;-
ASTE000063;scaffold_00040;471784;472157;-
ASTE000118;scaffold_00080;384263;384400;-
ASTE000113;scaffold_00080;364788;365737;-
ASTE015902;scaffold_00002;5719817;5720543;-
ASTE000120;scaffold_00080;515493;515642;-
ASTE000122;scaffold_00080;520922;521091;-
ASTE000135;scaffold_00179;39353;39382;+
NA;NA;NA;NA;NA
ASTE000148;scaffold_00031;1782189;1782767;-
ASTE000159;scaffold_00031;1512496;1512549;-
ASTE000157;scaffold_00031;1553553;1553858;+
ASTE000155;scaffold_00031;1601804;1601915;-
ASTE000164;scaffold_00031;1427311;1427437;+
ASTE000166;scaffold_00031;1413436;1413554;+
ASTE000160;scaffold_00031;1512496;1512549;-
ASTE000161;scaffold_00031;1453189;1453371;-
ASTE000069;scaffold_00040;330814;330906;-
ASTE000168;scaffold_00031;1413080;1413082;-
ASTE000169;scaffold_00031;1401921;1402030;+
ASTE000177;scaffold_00031;1369736;1370118;+
NA;NA;NA;NA;NA
ASTE000188;scaffold_00031;1248304;1248402;-
ASTE000077;scaffold_00040;73291;73704;-
ASTE000076;scaffold_00040;76039;76200;+
ASTE000080;scaffold_00040;29596;29630;+
ASTE000081;scaffold_00040;2030;2041;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE000090;scaffold_00080;59045;59180;-
ASTE000092;scaffold_00341;2431;2606;+
NA;NA;NA;NA;NA
ASTE000100;scaffold_00080;233506;233568;+
ASTE000104;scaffold_00080;312498;315860;+
ASTE000106;scaffold_00080;331116;331171;-
ASTE000109;scaffold_00080;341345;341549;+
NA;NA;NA;NA;NA
ASTE000137;scaffold_00179;30853;31836;-
NA;NA;NA;NA;NA
ASTE000149;scaffold_00031;1758855;1759439;+
NA;NA;NA;NA;NA
ASTE000152;scaffold_00031;1723189;1723537;+
NA;NA;NA;NA;NA
ASTE000189;scaffold_00031;1238931;1239170;-
ASTE000194;scaffold_00031;1150722;1150752;-
ASTE000096;scaffold_00080;125489;126760;+
ASTE014014;scaffold_00040;80929;80983;-
ASTE014016;scaffold_00080;17683;17757;-
ASTE014015;scaffold_00080;24;589;+
ASTE014017;scaffold_00080;630402;630860;+
ASTE014019;scaffold_00031;1901676;1901686;-
ASTE014018;scaffold_00031;1939294;1939488;-
ASTE014020;scaffold_00031;1427311;1427437;+
ASTE014021;scaffold_00031;1369736;1370118;+
ASTE014022;scaffold_00031;1204412;1204456;-
ASTE009731;scaffold_00052;1069031;1069306;-
ASTE009733;scaffold_00052;1064457;1064609;-
ASTE009732;scaffold_00052;1065470;1065530;+
ASTE009734;scaffold_00052;1061775;1061844;+
ASTE009741;scaffold_00052;850303;850305;-
ASTE009736;scaffold_00052;908576;908722;+
ASTE009744;scaffold_00052;702911;702955;-
ASTE009747;scaffold_00052;636161;636295;-
ASTE009746;scaffold_00052;674207;674296;-
ASTE009754;scaffold_00052;344030;344047;-
ASTE009750;scaffold_00052;499340;500505;-
ASTE009752;scaffold_00052;459295;459394;-
ASTE009735;scaffold_00052;1034012;1034022;-
ASTE009737;scaffold_00052;886869;887072;-
ASTE009738;scaffold_00052;865146;865407;-
ASTE009743;scaffold_00052;821735;821937;-
ASTE009753;scaffold_00052;369608;369618;-
ASTE009740;scaffold_00052;851225;851911;-
ASTE009742;scaffold_00052;831449;831655;-
ASTE009745;scaffold_00052;702911;702955;-
ASTE009748;scaffold_00052;632987;634591;+
ASTE009751;scaffold_00052;480502;480533;-
ASTE009739;scaffold_00052;852791;852882;+
ASTE009749;scaffold_00052;566479;566506;-
ASTE009755;scaffold_00052;326885;327227;+
ASTE015077;scaffold_00052;759883;760049;-
ASTE015078;scaffold_00052;637607;637774;+
ASTE015079;scaffold_00052;344030;344047;-
ASTE004477;scaffold_00002;4726500;4727225;+
ASTE004480;scaffold_00002;4720710;4721024;-
ASTE004486;scaffold_00002;4559070;4561079;-
ASTE004485;scaffold_00002;4564532;4565161;-
ASTE004495;scaffold_00002;4344351;4344561;-
ASTE004512;scaffold_00002;4089539;4091188;+
ASTE004475;scaffold_00002;4795769;4795797;-
ASTE004491;scaffold_00002;4519134;4519424;-
ASTE004500;scaffold_00002;4240301;4241575;+
ASTE004478;scaffold_00002;4725985;4726062;-
ASTE004479;scaffold_00002;4722586;4722687;+
ASTE004484;scaffold_00002;4626494;4626670;-
ASTE004490;scaffold_00002;4519134;4519424;-
ASTE004488;scaffold_00002;4538210;4538309;+
ASTE004492;scaffold_00002;4466519;4466809;+
ASTE004496;scaffold_00002;4338012;4338187;+
ASTE004498;scaffold_00002;4294754;4294832;+
ASTE004504;scaffold_00002;4203230;4203929;-
ASTE004501;scaffold_00002;4225069;4225414;+
ASTE015893;scaffold_00039;1022386;1022704;-
ASTE004509;scaffold_00002;4139861;4140032;-
ASTE004515;scaffold_00002;4058616;4058672;-
ASTE004510;scaffold_00002;4113297;4113549;+
ASTE004506;scaffold_00002;4162399;4162568;-
ASTE004474;scaffold_00002;4883031;4883803;+
ASTE004476;scaffold_00002;4737477;4737582;-
ASTE004481;scaffold_00002;4665543;4665877;+
ASTE004482;scaffold_00002;4665543;4665877;+
ASTE004483;scaffold_00002;4665543;4665877;+
ASTE004487;scaffold_00002;4555543;4555561;+
ASTE004489;scaffold_00002;4524523;4524722;+
ASTE004493;scaffold_00002;4450421;4450465;+
ASTE004494;scaffold_00002;4438012;4438118;+
ASTE004497;scaffold_00002;4298270;4298458;-
ASTE004499;scaffold_00002;4290983;4291125;-
ASTE004505;scaffold_00002;4162399;4162568;-
ASTE004507;scaffold_00002;4139861;4140032;-
ASTE015961;scaffold_00024;1529429;1529577;-
ASTE004508;scaffold_00002;4139861;4140032;-
ASTE004511;scaffold_00002;4113297;4113549;+
ASTE004513;scaffold_00002;4068056;4068100;+
ASTE004514;scaffold_00002;4059356;4059431;+
ASTE014508;scaffold_00002;4665543;4665877;+
ASTE014509;scaffold_00002;4501953;4502043;+
NA;NA;NA;NA;NA
ASTE014511;scaffold_00002;4327049;4327189;-
ASTE014512;scaffold_00002;4050809;4050932;-
ASTE011763;scaffold_00051;596978;597157;+
ASTE011770;scaffold_00024;1035077;1035272;-
ASTE011752;scaffold_00040;846800;847165;-
ASTE002309;scaffold_00005;2879429;2879676;-
ASTE002325;scaffold_00005;2761651;2761896;+
ASTE002322;scaffold_00005;2787033;2787494;-
ASTE002326;scaffold_00005;2761651;2761896;+
ASTE002327;scaffold_00005;2760211;2761169;-
ASTE002320;scaffold_00005;2787033;2787494;-
ASTE002329;scaffold_00005;2729106;2729942;-
ASTE002340;scaffold_00005;2568991;2568993;+
NA;NA;NA;NA;NA
ASTE002343;scaffold_00005;2557545;2557655;+
ASTE002352;scaffold_00005;2475077;2475242;-
ASTE002357;scaffold_00005;2445003;2445935;-
ASTE002364;scaffold_00005;2286617;2286830;-
ASTE002374;scaffold_00005;2165875;2165943;+
ASTE002380;scaffold_00005;2149595;2151407;-
ASTE002330;scaffold_00005;2726369;2726597;+
ASTE002338;scaffold_00005;2601559;2601570;+
ASTE002361;scaffold_00005;2366070;2366612;+
ASTE002360;scaffold_00005;2369641;2369772;+
NA;NA;NA;NA;NA
ASTE002311;scaffold_00005;2827236;2827255;+
ASTE002321;scaffold_00005;2785935;2785963;+
ASTE002317;scaffold_00005;2797056;2797157;-
ASTE002324;scaffold_00005;2763537;2763745;+
ASTE002318;scaffold_00005;2789547;2789654;+
ASTE002328;scaffold_00005;2749482;2749571;+
ASTE002331;scaffold_00005;2720596;2720803;+
ASTE002339;scaffold_00005;2576019;2576188;+
ASTE002345;scaffold_00005;2547332;2547394;-
ASTE002344;scaffold_00005;2549950;2550023;+
ASTE002351;scaffold_00005;2488047;2488176;-
ASTE002358;scaffold_00005;2443105;2443303;-
ASTE002347;scaffold_00005;2511052;2511425;+
ASTE002369;scaffold_00005;2247144;2247147;-
ASTE002363;scaffold_00005;2291388;2291820;+
ASTE002366;scaffold_00005;2268609;2268674;-
ASTE002377;scaffold_00005;2153518;2153584;-
ASTE002378;scaffold_00005;2149595;2151407;-
ASTE002371;scaffold_00005;2213723;2213753;-
ASTE002379;scaffold_00005;2149595;2151407;-
ASTE002376;scaffold_00005;2154381;2154449;+
ASTE002310;scaffold_00005;2862338;2862417;-
ASTE002316;scaffold_00005;2797640;2797682;+
ASTE002314;scaffold_00005;2805090;2805176;+
ASTE002313;scaffold_00005;2805090;2805176;+
ASTE002312;scaffold_00005;2809828;2809874;-
ASTE002315;scaffold_00005;2803442;2803564;-
ASTE002323;scaffold_00005;2775207;2781408;-
ASTE002335;scaffold_00005;2647179;2647197;+
ASTE002333;scaffold_00005;2647179;2647197;+
ASTE002332;scaffold_00005;2647179;2647197;+
ASTE002336;scaffold_00005;2634652;2634802;+
ASTE002334;scaffold_00005;2647179;2647197;+
ASTE002337;scaffold_00005;2601559;2601570;+
ASTE002342;scaffold_00005;2565777;2565843;-
ASTE002346;scaffold_00005;2535940;2535959;+
ASTE002356;scaffold_00005;2445003;2445935;-
ASTE002355;scaffold_00005;2446410;2446969;+
ASTE002359;scaffold_00005;2430555;2430601;+
ASTE002353;scaffold_00005;2455943;2455946;+
ASTE002354;scaffold_00005;2448051;2448185;+
ASTE002350;scaffold_00005;2492092;2492710;+
ASTE002349;scaffold_00005;2492092;2492710;+
ASTE002348;scaffold_00005;2492092;2492710;+
ASTE002362;scaffold_00005;2344305;2348240;+
ASTE002367;scaffold_00005;2260888;2261757;+
ASTE002365;scaffold_00005;2274606;2275970;+
ASTE002370;scaffold_00005;2239043;2239066;+
ASTE002368;scaffold_00005;2258973;2259081;-
ASTE002375;scaffold_00005;2163541;2164166;-
ASTE002381;scaffold_00005;2137548;2137676;-
ASTE002372;scaffold_00005;2189965;2190121;+
ASTE002373;scaffold_00005;2171955;2172128;+
ASTE002382;scaffold_00005;2127083;2127194;+
ASTE014259;scaffold_00005;2862338;2862417;-
ASTE014260;scaffold_00005;2733344;2733356;+
ASTE014261;scaffold_00005;2647179;2647197;+
ASTE014262;scaffold_00005;2640913;2641073;+
ASTE014264;scaffold_00005;2492092;2492710;+
ASTE014263;scaffold_00005;2508786;2508900;+
ASTE014265;scaffold_00005;2247144;2247147;-
ASTE014266;scaffold_00005;2189965;2190121;+
ASTE014267;scaffold_00005;2134948;2134972;+
ASTE004698;scaffold_00084;632756;637681;+
ASTE004704;scaffold_00084;479725;480666;-
ASTE004712;scaffold_00084;412606;412741;+
ASTE004713;scaffold_00084;379624;380211;+
ASTE004723;scaffold_00084;185270;186238;-
ASTE004717;scaffold_00084;265137;265207;+
ASTE004722;scaffold_00084;190421;192172;+
ASTE004738;scaffold_00084;11392;11992;-
NA;NA;NA;NA;NA
ASTE004696;scaffold_00084;647013;647066;+
ASTE004703;scaffold_00084;540736;541016;+
ASTE004711;scaffold_00084;426554;426696;+
ASTE004735;scaffold_00084;94812;94888;+
ASTE004730;scaffold_00084;146806;147824;+
ASTE004691;scaffold_00227;7427;7654;-
ASTE004694;scaffold_00084;703370;703399;+
ASTE004697;scaffold_00084;642196;642370;+
ASTE004701;scaffold_00084;577454;577698;-
ASTE004706;scaffold_00084;474082;474152;+
ASTE004707;scaffold_00084;471978;473195;-
ASTE004708;scaffold_00084;468474;468549;-
ASTE004710;scaffold_00084;449469;449643;+
ASTE004705;scaffold_00084;478994;478997;-
NA;NA;NA;NA;NA
ASTE004724;scaffold_00084;184407;184539;+
ASTE004721;scaffold_00084;197750;197932;-
ASTE004716;scaffold_00084;274081;274083;+
ASTE004720;scaffold_00084;229640;229721;+
ASTE004736;scaffold_00084;56934;58533;-
ASTE004731;scaffold_00084;145433;145915;-
ASTE004739;scaffold_00084;3122;3202;+
NA;NA;NA;NA;NA
ASTE004740;scaffold_00084;1930;2121;-
ASTE004725;scaffold_00084;178050;181316;+
ASTE004727;scaffold_00084;154248;154282;+
ASTE004729;scaffold_00084;146806;147824;+
NA;NA;NA;NA;NA
ASTE004726;scaffold_00084;165242;166084;-
ASTE004728;scaffold_00084;151466;151654;-
ASTE004692;scaffold_00192;66174;66345;-
ASTE004693;scaffold_00084;703370;703399;+
ASTE004695;scaffold_00084;703370;703399;+
ASTE004700;scaffold_00084;600422;600547;+
ASTE004702;scaffold_00084;567794;569106;+
ASTE004709;scaffold_00084;449469;449643;+
ASTE004714;scaffold_00084;300615;301374;+
