"ensembl_gene_id";"agambiae_eg_gene"
"ASTE006896";"AGAP001724"
"ASTE006899";"AGAP001727"
"ASTE006888";"AGAP001715"
"ASTE006883";"AGAP001710"
"ASTE006903";"AGAP001730"
"ASTE006912";"AGAP001740"
"ASTE006913";"AGAP001741"
"ASTE006822";"AGAP001657"
"ASTE006926";"AGAP002752"
"ASTE006928";"AGAP002747"
"ASTE006930";"AGAP013160"
"ASTE006934";"AGAP002742"
"ASTE006939";"AGAP002738"
"ASTE006952";"AGAP002726"
"ASTE006943";"AGAP002734"
"ASTE006955";"AGAP002725"
"ASTE006963";"AGAP000339"
"ASTE006836";"AGAP001671"
"ASTE006838";"AGAP013068"
"ASTE006868";"AGAP001695"
"ASTE006916";"AGAP013026"
"ASTE006949";"AGAP002728"
"ASTE006823";"AGAP001658"
"ASTE006829";"AGAP001662"
"ASTE006821";"AGAP001656"
"ASTE006818";"AGAP001653"
"ASTE006820";"AGAP001655"
"ASTE006817";"AGAP001652"
"ASTE006819";"AGAP001654"
"ASTE006859";"AGAP001686"
"ASTE006861";"AGAP001688"
"ASTE006856";"AGAP001683"
"ASTE006857";"AGAP001683"
"ASTE006866";"AGAP013145"
"ASTE006867";"AGAP001694"
"ASTE006879";"AGAP001705"
"ASTE006878";"AGAP001704"
"ASTE006874";"AGAP001700"
"ASTE006877";"AGAP001703"
"ASTE006882";"AGAP001708"
"ASTE006897";"AGAP001725"
"ASTE006893";"AGAP001719"
"ASTE006892";"AGAP001720"
"ASTE006894";"AGAP001721"
"ASTE006886";"AGAP001712"
"ASTE006884";"AGAP001710"
"ASTE006885";"AGAP001711"
"ASTE006890";"AGAP013493"
"ASTE006891";"AGAP001717"
"ASTE006902";"AGAP001729"
"ASTE006904";"AGAP001731"
"ASTE006906";"AGAP001734"
"ASTE006909";"AGAP001738"
"ASTE006907";"AGAP001735"
"ASTE006905";"AGAP001732"
"ASTE006908";"AGAP001737"
"ASTE006915";"AGAP001743"
"ASTE006918";"AGAP002762"
"ASTE006919";"AGAP002761"
"ASTE006921";"AGAP002759"
"ASTE006920";"AGAP002760"
"ASTE006922";"AGAP002757"
"ASTE006825";"AGAP028470"
"ASTE006931";"AGAP002744"
"ASTE006925";"AGAP002753"
"ASTE006924";"AGAP002754"
"ASTE006932";"AGAP013298"
"ASTE006933";"AGAP002743"
"ASTE006936";"AGAP002740"
"ASTE006937";"AGAP013044"
"ASTE006938";"AGAP002739"
"ASTE006944";"AGAP002732"
"ASTE006941";"AGAP002737"
"ASTE006946";"AGAP002731"
"ASTE006950";"AGAP002727"
"ASTE006958";"AGAP002721"
"ASTE006956";"AGAP002724"
"ASTE006961";"AGAP002718"
"ASTE015887";"AGAP011990"
"ASTE015888";"AGAP000192"
"ASTE006962";"AGAP002717"
"ASTE006971";"AGAP002709"
"ASTE006970";"AGAP002710"
"ASTE006966";"AGAP002712"
"ASTE006965";"AGAP002713"
"ASTE006828";"AGAP001661"
"ASTE006834";"AGAP001670"
"ASTE006837";"AGAP001672"
"ASTE006845";"AGAP001678"
"ASTE006851";"AGAP001682"
"ASTE006850";"AGAP001681"
"ASTE006855";"AGAP001684"
"ASTE006860";"AGAP001687"
"ASTE006863";"AGAP001690"
"ASTE006870";"AGAP001696"
"ASTE006880";"AGAP001706"
"ASTE006873";"AGAP001699"
"ASTE006876";"AGAP001702"
"ASTE006895";"AGAP001722"
"ASTE006889";"AGAP001716"
"ASTE006901";"AGAP001728"
"ASTE006898";"AGAP001726"
"ASTE006900";"AGAP013340"
"ASTE006910";"AGAP001739"
"ASTE006914";"AGAP001742"
"ASTE006917";"AGAP013285"
"ASTE006929";"AGAP028610"
"ASTE006824";"AGAP001659"
"ASTE006935";"AGAP002741"
"ASTE006942";"AGAP002735"
"ASTE006948";"AGAP002729"
"ASTE006947";"AGAP002730"
"ASTE006959";"AGAP002719"
"ASTE006964";"AGAP002715"
"ASTE006967";"AGAP002711"
"ASTE006827";"AGAP001660"
"ASTE006839";"AGAP013191"
"ASTE006839";"AGAP001673"
"ASTE006840";"AGAP001674"
"ASTE006841";"AGAP001676"
"ASTE006842";"AGAP001677"
"ASTE006847";"AGAP013310"
"ASTE006848";"AGAP001679"
"ASTE010447";"AGAP006986"
"ASTE010444";"AGAP006976"
"ASTE010451";"AGAP006993"
"ASTE010442";"AGAP006974"
"ASTE010443";"AGAP006975"
"ASTE010445";"AGAP006977"
"ASTE010448";"AGAP006988"
"ASTE010446";"AGAP006983"
"ASTE010446";"AGAP006981"
"ASTE010446";"AGAP006979"
"ASTE010450";"AGAP006992"
"ASTE010452";"AGAP006994"
"ASTE010455";"AGAP006997"
"ASTE010459";"AGAP007001"
"ASTE010460";"AGAP007002"
"ASTE010477";"AGAP005872"
"ASTE010475";"AGAP005869"
"ASTE010478";"AGAP005874"
"ASTE010496";"AGAP005892"
"ASTE010498";"AGAP005894"
"ASTE010497";"AGAP005893"
"ASTE010495";"AGAP005891"
"ASTE010480";"AGAP005880"
"ASTE010483";"AGAP005883"
"ASTE010482";"AGAP005882"
"ASTE010487";"AGAP005887"
"ASTE010488";"AGAP005888"
"ASTE010494";"AGAP005890"
"ASTE010449";"AGAP006990"
"ASTE010462";"AGAP007005"
"ASTE010461";"AGAP007004"
"ASTE010457";"AGAP006999"
"ASTE010458";"AGAP007000"
"ASTE010456";"AGAP006998"
"ASTE010464";"AGAP007006"
"ASTE010466";"AGAP007007"
"ASTE010472";"AGAP005863"
"ASTE010473";"AGAP005865"
"ASTE010474";"AGAP005866"
"ASTE010476";"AGAP005870"
"ASTE010484";"AGAP005884"
"ASTE010453";"AGAP006995"
"ASTE010454";"AGAP006996"
"ASTE010479";"AGAP005878"
"ASTE010481";"AGAP005881"
"ASTE010485";"AGAP005886"
"ASTE011793";"AGAP013250"
"ASTE011776";"AGAP001051"
"ASTE011778";"AGAP028577"
"ASTE011777";"AGAP010271"
"ASTE015297";"AGAP001050"
"ASTE004926";"AGAP011187"
"ASTE004948";"AGAP011166"
"ASTE004951";"AGAP028513"
"ASTE004962";"AGAP011146"
"ASTE004962";"AGAP011148"
"ASTE004918";"AGAP011190"
"ASTE004917";"AGAP011192"
"ASTE004928";"AGAP011186"
"ASTE004933";"AGAP011180"
"ASTE004954";"AGAP011160"
"ASTE004919";"AGAP011189"
"ASTE004925";"AGAP028515"
"ASTE004941";"AGAP011174"
"ASTE004943";"AGAP011172"
"ASTE004936";"AGAP011178"
"ASTE004938";"AGAP028514"
"ASTE004932";"AGAP011183"
"ASTE004940";"AGAP028620"
"ASTE004942";"AGAP011173"
"ASTE004944";"AGAP011171"
"ASTE004949";"AGAP011165"
"ASTE004945";"AGAP011169"
"ASTE004946";"AGAP011168"
"ASTE004952";"AGAP011163"
"ASTE004947";"AGAP011167"
"ASTE004950";"AGAP011164"
"ASTE004953";"AGAP011162"
"ASTE004955";"AGAP011158"
"ASTE004957";"AGAP011156"
"ASTE004959";"AGAP011152"
"ASTE004961";"AGAP011149"
"ASTE004963";"AGAP011147"
"ASTE004963";"AGAP011145"
"ASTE004964";"AGAP011144"
"ASTE004935";"AGAP011179"
"ASTE004939";"AGAP011177"
"ASTE004931";"AGAP011184"
"ASTE004956";"AGAP011157"
"ASTE004960";"AGAP012865"
"ASTE004960";"AGAP012770"
"ASTE004960";"AGAP011150"
"ASTE011769";"AGAP028443"
"ASTE011788";"AGAP013328"
"ASTE011788";"AGAP001768"
"ASTE011740";"AGAP011032"
"ASTE011743";"AGAP011034"
"ASTE011737";"AGAP011029"
"ASTE011737";"AGAP011028"
"ASTE011739";"AGAP011031"
"ASTE011741";"AGAP011033"
"ASTE011745";"AGAP011036"
"ASTE011744";"AGAP011035"
"ASTE011747";"AGAP011038"
"ASTE011748";"AGAP012503"
"ASTE011748";"AGAP011041"
"ASTE011738";"AGAP011030"
"ASTE011746";"AGAP011037"
"ASTE011764";"AGAP007046"
"ASTE011765";"AGAP007046"
"ASTE011795";"AGAP010670"
"ASTE011796";"AGAP012432"
"ASTE005092";"AGAP006496"
"ASTE005084";"AGAP006500"
"ASTE005088";"AGAP006498"
"ASTE005111";"AGAP005142"
"ASTE005120";"AGAP005152"
"ASTE005096";"AGAP005127"
"ASTE005093";"AGAP006495"
"ASTE005128";"AGAP005160"
"ASTE005090";"AGAP006497"
"ASTE005087";"AGAP006499"
"ASTE005099";"AGAP005130"
"ASTE005101";"AGAP005132"
"ASTE005106";"AGAP005137"
"ASTE005103";"AGAP005134"
"ASTE005098";"AGAP005129"
"ASTE005100";"AGAP005131"
"ASTE005110";"AGAP005141"
"ASTE005113";"AGAP005144"
"ASTE005107";"AGAP005138"
"ASTE005109";"AGAP005139"
"ASTE005119";"AGAP005150"
"ASTE005116";"AGAP005147"
"ASTE005117";"AGAP005148"
"ASTE005121";"AGAP005153"
"ASTE005123";"AGAP005156"
"ASTE005126";"AGAP005158"
"ASTE005127";"AGAP005159"
"ASTE005130";"AGAP005161"
"ASTE005132";"AGAP005163"
"ASTE005135";"AGAP005164"
"ASTE005104";"AGAP005135"
"ASTE005097";"AGAP005128"
"ASTE005094";"AGAP006493"
"ASTE005095";"AGAP005126"
"ASTE005102";"AGAP005133"
"ASTE005112";"AGAP005143"
"ASTE005118";"AGAP005149"
"ASTE005115";"AGAP005146"
"ASTE005122";"AGAP005155"
"ASTE005131";"AGAP005162"
"ASTE010087";"AGAP010644"
"ASTE010088";"AGAP012900"
"ASTE010088";"AGAP012577"
"ASTE010048";"AGAP010599"
"ASTE010053";"AGAP010607"
"ASTE010051";"AGAP010604"
"ASTE010051";"AGAP010602"
"ASTE010075";"AGAP010626"
"ASTE010075";"AGAP012780"
"ASTE010056";"AGAP010610"
"ASTE010067";"AGAP010622"
"ASTE010063";"AGAP012492"
"ASTE010063";"AGAP012671"
"ASTE010063";"AGAP012670"
"ASTE010063";"AGAP028705"
"ASTE010063";"AGAP012473"
"ASTE010063";"AGAP012566"
"ASTE010063";"AGAP012472"
"ASTE010063";"AGAP010617"
"ASTE010063";"AGAP010619"
"ASTE010063";"AGAP010614"
"ASTE010063";"AGAP028704"
"ASTE010063";"AGAP010015"
"ASTE010063";"AGAP012470"
"ASTE010063";"AGAP010615"
"ASTE010063";"AGAP010620"
"ASTE010073";"AGAP012861"
"ASTE010073";"AGAP010625"
"ASTE010059";"AGAP010612"
"ASTE010059";"AGAP010613"
"ASTE010064";"AGAP012565"
"ASTE010080";"AGAP010638"
"ASTE010081";"AGAP010640"
"ASTE010089";"AGAP010646"
"ASTE010089";"AGAP012576"
"ASTE010085";"AGAP010643"
"ASTE010050";"AGAP010601"
"ASTE010072";"AGAP028727"
"ASTE010068";"AGAP010624"
"ASTE010071";"AGAP001361"
"ASTE010069";"AGAP010623"
"ASTE010054";"AGAP010608"
"ASTE010058";"AGAP010611"
"ASTE010062";"AGAP010415"
"ASTE010076";"AGAP028183"
"ASTE010076";"AGAP028229"
"ASTE010076";"AGAP028069"
"ASTE010078";"AGAP010630"
"ASTE010079";"AGAP010633"
"ASTE010079";"AGAP010632"
"ASTE010083";"AGAP010641"
"ASTE010091";"AGAP010648"
"ASTE010086";"AGAP010643"
"ASTE010052";"AGAP010606"
"ASTE010049";"AGAP010600"
"ASTE010055";"AGAP010609"
"ASTE010065";"AGAP012626"
"ASTE010074";"AGAP028583"
"ASTE010084";"AGAP010642"
"ASTE010093";"AGAP010650"
"ASTE010092";"AGAP010649"
"ASTE010043";"AGAP010597"
"ASTE010044";"AGAP010598"
"ASTE011772";"AGAP002585"
"ASTE000865";"AGAP012966"
"ASTE000866";"AGAP012966"
"ASTE000867";"AGAP004316"
"ASTE000861";"AGAP004320"
"ASTE000875";"AGAP004309"
"ASTE000886";"AGAP004295"
"ASTE000894";"AGAP004286"
"ASTE000894";"AGAP012980"
"ASTE000898";"AGAP004283"
"ASTE000907";"AGAP003833"
"ASTE000907";"AGAP003832"
"ASTE000858";"AGAP004323"
"ASTE000900";"AGAP004280"
"ASTE000899";"AGAP004282"
"ASTE000899";"AGAP013162"
"ASTE000904";"AGAP003836"
"ASTE000906";"AGAP003834"
"ASTE000854";"AGAP004327"
"ASTE000856";"AGAP004324"
"ASTE000857";"AGAP004323"
"ASTE000860";"AGAP013475"
"ASTE000860";"AGAP004321"
"ASTE000862";"AGAP004319"
"ASTE000869";"AGAP004315"
"ASTE000872";"AGAP004312"
"ASTE000873";"AGAP004311"
"ASTE000859";"AGAP004322"
"ASTE000863";"AGAP004318"
"ASTE000864";"AGAP004317"
"ASTE000879";"AGAP004302"
"ASTE000885";"AGAP004296"
"ASTE000889";"AGAP004292"
"ASTE000881";"AGAP004300"
"ASTE000884";"AGAP004297"
"ASTE000887";"AGAP004294"
"ASTE000878";"AGAP004303"
"ASTE000880";"AGAP004301"
"ASTE000882";"AGAP004299"
"ASTE000891";"AGAP013168"
"ASTE000883";"AGAP004298"
"ASTE000897";"AGAP004285"
"ASTE000903";"AGAP003839"
"ASTE000902";"AGAP003841"
"ASTE000852";"AGAP003726"
"ASTE000853";"AGAP003725"
"ASTE000855";"AGAP013088"
"ASTE000877";"AGAP004306"
"ASTE000874";"AGAP004310"
"ASTE000876";"AGAP012563"
"ASTE000876";"AGAP004307"
"ASTE000888";"AGAP004293"
"ASTE000890";"AGAP004291"
"ASTE000893";"AGAP004287"
"ASTE000892";"AGAP004288"
"ASTE000896";"AGAP013057"
"ASTE000901";"AGAP004278"
"ASTE015295";"AGAP028405"
"ASTE010832";"AGAP000748"
"ASTE010835";"AGAP000744"
"ASTE010842";"AGAP013042"
"ASTE010843";"AGAP000739"
"ASTE010841";"AGAP000740"
"ASTE010849";"AGAP000733"
"ASTE010848";"AGAP000734"
"ASTE010847";"AGAP000735"
"ASTE010851";"AGAP000731"
"ASTE010846";"AGAP000736"
"ASTE010852";"AGAP000728"
"ASTE010856";"AGAP000809"
"ASTE010855";"AGAP000810"
"ASTE010858";"AGAP000808"
"ASTE010859";"AGAP000807"
"ASTE010862";"AGAP000804"
"ASTE010860";"AGAP000806"
"ASTE010866";"AGAP000801"
"ASTE010867";"AGAP000801"
"ASTE010868";"AGAP000798"
"ASTE010875";"AGAP000795"
"ASTE010878";"AGAP000363"
"ASTE010876";"AGAP013289"
"ASTE010833";"AGAP000747"
"ASTE010844";"AGAP000738"
"ASTE010844";"AGAP000777"
"ASTE010854";"AGAP000291"
"ASTE010853";"AGAP000290"
"ASTE010861";"AGAP000805"
"ASTE010863";"AGAP012447"
"ASTE010863";"AGAP000803"
"ASTE010877";"AGAP000365"
"ASTE010836";"AGAP000743"
"ASTE010837";"AGAP013043"
"ASTE010838";"AGAP013276"
"ASTE010850";"AGAP000732"
"ASTE010845";"AGAP000737"
"ASTE010857";"AGAP013022"
"ASTE010870";"AGAP000797"
"ASTE010834";"AGAP000745"
"ASTE010839";"AGAP013076"
"ASTE000032";"AGAP028090"
"ASTE000033";"AGAP008967"
"ASTE000034";"AGAP008969"
"ASTE000039";"AGAP008978"
"ASTE000037";"AGAP008975"
"ASTE000038";"AGAP008976"
"ASTE000044";"AGAP008980"
"ASTE000048";"AGAP008983"
"ASTE000053";"AGAP008988"
"ASTE000027";"AGAP008959"
"ASTE000029";"AGAP008961"
"ASTE000030";"AGAP008965"
"ASTE000030";"AGAP008963"
"ASTE000030";"AGAP008964"
"ASTE000036";"AGAP008974"
"ASTE000035";"AGAP008970"
"ASTE000041";"AGAP008979"
"ASTE000047";"AGAP008982"
"ASTE000050";"AGAP008985"
"ASTE000056";"AGAP008991"
"ASTE000052";"AGAP008987"
"ASTE000040";"AGAP008977"
"ASTE000054";"AGAP008989"
"ASTE000058";"AGAP008995"
"ASTE000051";"AGAP028000"
"ASTE000055";"AGAP008990"
"ASTE000049";"AGAP008984"
"ASTE000057";"AGAP008993"
"ASTE007105";"AGAP000691"
"ASTE007110";"AGAP013437"
"ASTE007117";"AGAP000700"
"ASTE007121";"AGAP000878"
"ASTE007123";"AGAP000876"
"ASTE007133";"AGAP000863"
"ASTE007103";"AGAP000689"
"ASTE007104";"AGAP000690"
"ASTE007109";"AGAP000695"
"ASTE007102";"AGAP000688"
"ASTE007111";"AGAP013084"
"ASTE007115";"AGAP000698"
"ASTE007112";"AGAP000696"
"ASTE007116";"AGAP000699"
"ASTE007120";"AGAP000879"
"ASTE007122";"AGAP000877"
"ASTE007119";"AGAP000703"
"ASTE007130";"AGAP000865"
"ASTE007129";"AGAP000868"
"ASTE007131";"AGAP000864"
"ASTE007106";"AGAP000692"
"ASTE007107";"AGAP000693"
"ASTE007113";"AGAP013464"
"ASTE007114";"AGAP000697"
"ASTE007118";"AGAP000702"
"ASTE007125";"AGAP000874"
"ASTE007124";"AGAP000875"
"ASTE007127";"AGAP000870"
"ASTE007128";"AGAP000869"
"ASTE011755";"AGAP028556"
"ASTE004155";"AGAP001299"
"ASTE004164";"AGAP001309"
"ASTE004160";"AGAP001306"
"ASTE004177";"AGAP001326"
"ASTE004148";"AGAP001291"
"ASTE004167";"AGAP001313"
"ASTE004169";"AGAP001316"
"ASTE004142";"AGAP001285"
"ASTE004141";"AGAP012950"
"ASTE004144";"AGAP001286"
"ASTE004146";"AGAP001290"
"ASTE004153";"AGAP001297"
"ASTE004156";"AGAP013277"
"ASTE004150";"AGAP001293"
"ASTE004157";"AGAP001302"
"ASTE004149";"AGAP001292"
"ASTE004151";"AGAP001294"
"ASTE004159";"AGAP001304"
"ASTE004166";"AGAP001312"
"ASTE004161";"AGAP001307"
"ASTE004170";"AGAP001318"
"ASTE004171";"AGAP001319"
"ASTE004172";"AGAP001320"
"ASTE004174";"AGAP001322"
"ASTE004175";"AGAP001324"
"ASTE004180";"AGAP001329"
"ASTE004181";"AGAP001330"
"ASTE004143";"AGAP000650"
"ASTE004145";"AGAP001287"
"ASTE004154";"AGAP001298"
"ASTE004152";"AGAP001296"
"ASTE004158";"AGAP001303"
"ASTE004165";"AGAP001310"
"ASTE004162";"AGAP001308"
"ASTE004168";"AGAP001315"
"ASTE004176";"AGAP001325"
"ASTE004178";"AGAP001328"
"ASTE000061";"AGAP011393"
"ASTE000115";"AGAP010934"
"ASTE000119";"AGAP010938"
"ASTE000064";"AGAP010929"
"ASTE000127";"AGAP012844"
"ASTE000136";"AGAP002025"
"ASTE000133";"AGAP013079"
"ASTE000132";"AGAP002021"
"ASTE000140";"AGAP002032"
"ASTE000145";"AGAP002038"
"ASTE000178";"AGAP002069"
"ASTE000179";"AGAP002070"
"ASTE000170";"AGAP002061"
"ASTE000070";"AGAP028504"
"ASTE000196";"AGAP001584"
"ASTE000197";"AGAP001585"
"ASTE000071";"AGAP010923"
"ASTE000073";"AGAP010922"
"ASTE000074";"AGAP010919"
"ASTE000082";"AGAP010907"
"ASTE000082";"AGAP010906"
"ASTE000082";"AGAP010904"
"ASTE000082";"AGAP010908"
"ASTE000082";"AGAP010905"
"ASTE000082";"AGAP010903"
"ASTE000083";"AGAP010907"
"ASTE000083";"AGAP010906"
"ASTE000083";"AGAP010904"
"ASTE000083";"AGAP010908"
"ASTE000083";"AGAP010905"
"ASTE000083";"AGAP010903"
"ASTE000059";"AGAP028519"
"ASTE000060";"AGAP011394"
"ASTE000116";"AGAP010935"
"ASTE000117";"AGAP010936"
"ASTE000121";"AGAP010940"
"ASTE000123";"AGAP010943"
"ASTE000124";"AGAP010954"
"ASTE000128";"AGAP010958"
"ASTE000125";"AGAP010956"
"ASTE000129";"AGAP010959"
"ASTE000131";"AGAP010961"
"ASTE000134";"AGAP002023"
"ASTE000130";"AGAP010960"
"ASTE000143";"AGAP002037"
"ASTE000144";"AGAP002036"
"ASTE000138";"AGAP002028"
"ASTE000142";"AGAP002032"
"ASTE000146";"AGAP013178"
"ASTE000147";"AGAP012803"
"ASTE000147";"AGAP002039"
"ASTE000067";"AGAP010926"
"ASTE000153";"AGAP002043"
"ASTE000065";"AGAP010928"
"ASTE000158";"AGAP002050"
"ASTE000156";"AGAP002047"
"ASTE000154";"AGAP002044"
"ASTE000165";"AGAP002058"
"ASTE000167";"AGAP002059"
"ASTE000162";"AGAP002053"
"ASTE000068";"AGAP010925"
"ASTE000171";"AGAP002062"
"ASTE000180";"AGAP002071"
"ASTE000173";"AGAP002064"
"ASTE000175";"AGAP002066"
"ASTE000172";"AGAP002063"
"ASTE000174";"AGAP002065"
"ASTE000176";"AGAP002067"
"ASTE000184";"AGAP001565"
"ASTE000187";"AGAP001569"
"ASTE000186";"AGAP001568"
"ASTE000198";"AGAP001586"
"ASTE000181";"AGAP002072"
"ASTE000183";"AGAP013165"
"ASTE000182";"AGAP002073"
"ASTE000190";"AGAP001573"
"ASTE000193";"AGAP001577"
"ASTE000195";"AGAP001583"
"ASTE000078";"AGAP010914"
"ASTE000078";"AGAP028619"
"ASTE000078";"AGAP028695"
"ASTE000078";"AGAP028618"
"ASTE000078";"AGAP028697"
"ASTE000075";"AGAP010918"
"ASTE000079";"AGAP028696"
"ASTE000085";"AGAP010900"
"ASTE000085";"AGAP010901"
"ASTE015875";"AGAP009390"
"ASTE000088";"AGAP010898"
"ASTE000091";"AGAP010894"
"ASTE000089";"AGAP028617"
"ASTE000094";"AGAP010892"
"ASTE000095";"AGAP010891"
"ASTE000098";"AGAP010887"
"ASTE000101";"AGAP010885"
"ASTE000110";"AGAP010876"
"ASTE015952";"AGAP002863"
"ASTE000105";"AGAP010882"
"ASTE000108";"AGAP010878"
"ASTE000107";"AGAP010879"
"ASTE000111";"AGAP010875"
"ASTE000102";"AGAP010884"
"ASTE000062";"AGAP011390"
"ASTE000062";"AGAP011389"
"ASTE000062";"AGAP011391"
"ASTE000118";"AGAP010937"
"ASTE000113";"AGAP010874"
"ASTE015902";"AGAP004313"
"ASTE000120";"AGAP010939"
"ASTE000122";"AGAP010941"
"ASTE000135";"AGAP002024"
"ASTE000141";"AGAP002033"
"ASTE000148";"AGAP002040"
"ASTE000159";"AGAP002051"
"ASTE000157";"AGAP002048"
"ASTE000155";"AGAP002046"
"ASTE000155";"AGAP002045"
"ASTE000164";"AGAP002054"
"ASTE000160";"AGAP013384"
"ASTE000161";"AGAP002052"
"ASTE000069";"AGAP010924"
"ASTE000169";"AGAP002060"
"ASTE000177";"AGAP002068"
"ASTE000185";"AGAP001566"
"ASTE000188";"AGAP001570"
"ASTE000077";"AGAP028426"
"ASTE000076";"AGAP010917"
"ASTE000080";"AGAP010909"
"ASTE000086";"AGAP013282"
"ASTE000090";"AGAP010895"
"ASTE000092";"AGAP010893"
"ASTE000100";"AGAP010886"
"ASTE000104";"AGAP010883"
"ASTE000106";"AGAP010881"
"ASTE000109";"AGAP010877"
"ASTE000137";"AGAP002026"
"ASTE000137";"AGAP012908"
"ASTE000139";"AGAP002030"
"ASTE000149";"AGAP002041"
"ASTE000072";"AGAP010922"
"ASTE000189";"AGAP001572"
"ASTE000194";"AGAP001581"
"ASTE000096";"AGAP028616"
"ASTE009731";"AGAP009680"
"ASTE009733";"AGAP009681"
"ASTE009732";"AGAP001045"
"ASTE009734";"AGAP009682"
"ASTE009741";"AGAP009687"
"ASTE009736";"AGAP009684"
"ASTE009747";"AGAP009695"
"ASTE009746";"AGAP009693"
"ASTE009754";"AGAP028200"
"ASTE009750";"AGAP009004"
"ASTE009752";"AGAP009006"
"ASTE009737";"AGAP009683"
"ASTE009743";"AGAP009688"
"ASTE009753";"AGAP009007"
"ASTE009740";"AGAP009686"
"ASTE009745";"AGAP009691"
"ASTE009745";"AGAP009692"
"ASTE009748";"AGAP009694"
"ASTE009751";"AGAP009005"
"ASTE009739";"AGAP009685"
"ASTE009755";"AGAP009008"
"ASTE004477";"AGAP003826"
"ASTE004480";"AGAP003346"
"ASTE004480";"AGAP012877"
"ASTE004486";"AGAP003351"
"ASTE004485";"AGAP003350"
"ASTE004495";"AGAP003356"
"ASTE004512";"AGAP012960"
"ASTE004491";"AGAP013192"
"ASTE004500";"AGAP002212"
"ASTE004478";"AGAP003825"
"ASTE004479";"AGAP003824"
"ASTE004490";"AGAP003354"
"ASTE004496";"AGAP003357"
"ASTE004498";"AGAP003360"
"ASTE004504";"AGAP002200"
"ASTE004501";"AGAP002209"
"ASTE004501";"AGAP002208"
"ASTE004501";"AGAP002211"
"ASTE015893";"AGAP006666"
"ASTE004509";"AGAP002195"
"ASTE004515";"AGAP002192"
"ASTE004510";"AGAP002194"
"ASTE004506";"AGAP002199"
"ASTE004474";"AGAP010809"
"ASTE004474";"AGAP010804"
"ASTE004474";"AGAP012584"
"ASTE004476";"AGAP003827"
"ASTE004483";"AGAP013532"
"ASTE004487";"AGAP003352"
"ASTE004489";"AGAP003353"
"ASTE004493";"AGAP003355"
"ASTE004497";"AGAP003359"
"ASTE004499";"AGAP003361"
"ASTE004505";"AGAP013290"
"ASTE004505";"AGAP027997"
"ASTE004507";"AGAP002197"
"ASTE015961";"AGAP006879"
"ASTE004508";"AGAP002196"
"ASTE004513";"AGAP012995"
"ASTE004513";"AGAP013366"
"ASTE004513";"AGAP013463"
"ASTE004514";"AGAP002193"
"ASTE011763";"AGAP005098"
"ASTE011770";"AGAP006905"
"ASTE011752";"AGAP028672"
"ASTE002309";"AGAP013138"
"ASTE002325";"AGAP007570"
"ASTE002322";"AGAP007575"
"ASTE002326";"AGAP007569"
"ASTE002327";"AGAP007568"
"ASTE002320";"AGAP007575"
"ASTE002329";"AGAP007566"
"ASTE002340";"AGAP007558"
"ASTE002340";"AGAP007557"
"ASTE002341";"AGAP007558"
"ASTE002341";"AGAP007557"
"ASTE002343";"AGAP007553"
"ASTE002352";"AGAP007547"
"ASTE002357";"AGAP007542"
"ASTE002364";"AGAP013228"
"ASTE002374";"AGAP007522"
"ASTE002380";"AGAP007516"
"ASTE002330";"AGAP007565"
"ASTE002360";"AGAP007538"
"ASTE002319";"AGAP007576"
"ASTE002311";"AGAP007584"
"ASTE002321";"AGAP007574"
"ASTE002317";"AGAP007578"
"ASTE002324";"AGAP007572"
"ASTE002318";"AGAP007577"
"ASTE002328";"AGAP007567"
"ASTE002331";"AGAP007564"
"ASTE002339";"AGAP007560"
"ASTE002345";"AGAP007551"
"ASTE002344";"AGAP007552"
"ASTE002351";"AGAP007548"
"ASTE002358";"AGAP007541"
"ASTE002347";"AGAP007549"
"ASTE002369";"AGAP007529"
"ASTE002363";"AGAP007536"
"ASTE002366";"AGAP007532"
"ASTE002377";"AGAP007519"
"ASTE002378";"AGAP007518"
"ASTE002371";"AGAP007524"
"ASTE002379";"AGAP007517"
"ASTE002376";"AGAP007520"
"ASTE002310";"AGAP007585"
"ASTE002316";"AGAP007579"
"ASTE002313";"AGAP007582"
"ASTE002312";"AGAP007583"
"ASTE002315";"AGAP007581"
"ASTE002323";"AGAP007573"
"ASTE002335";"AGAP007563"
"ASTE002342";"AGAP007556"
"ASTE002346";"AGAP007550"
"ASTE002355";"AGAP007543"
"ASTE002359";"AGAP007539"
"ASTE002353";"AGAP007545"
"ASTE002354";"AGAP007544"
"ASTE002362";"AGAP007537"
"ASTE002367";"AGAP007531"
"ASTE002365";"AGAP007533"
"ASTE002370";"AGAP007525"
"ASTE002368";"AGAP007530"
"ASTE002375";"AGAP007521"
"ASTE002381";"AGAP007514"
"ASTE002372";"AGAP007523"
"ASTE002382";"AGAP007512"
"ASTE004698";"AGAP011724"
"ASTE004704";"AGAP011729"
"ASTE004723";"AGAP011752"
"ASTE004717";"AGAP011745"
"ASTE004722";"AGAP011751"
"ASTE004738";"AGAP011771"
"ASTE004699";"AGAP000719"
"ASTE004711";"AGAP011737"
"ASTE004735";"AGAP011768"
"ASTE004730";"AGAP011762"
"ASTE004691";"AGAP011720"
"ASTE004694";"AGAP028534"
"ASTE004697";"AGAP011723"
"ASTE004701";"AGAP011727"
"ASTE004707";"AGAP011732"
"ASTE004708";"AGAP011733"
"ASTE004705";"AGAP011730"
"ASTE004715";"AGAP011742"
